OUTID,Birth,SEXTYPENAME,REGNAME,AREANAME,TERNAME,REGTYPENAME,TerTypeName,ClassProfileNAME,ClassLangName,EONAME,EOTYPENAME,EORegName,EOAreaName,EOTerName,EOParent,UkrTest,UkrTestStatus,UkrBall100,UkrBall12,UkrBall,UkrAdaptScale,UkrPTName,UkrPTRegName,UkrPTAreaName,UkrPTTerName,histTest,HistLang,histTestStatus,histBall100,histBall12,histBall,histPTName,histPTRegName,histPTAreaName,histPTTerName,mathTest,mathLang,mathTestStatus,mathBall100,mathBall12,mathBall,mathPTName,mathPTRegName,mathPTAreaName,mathPTTerName,physTest,physLang,physTestStatus,physBall100,physBall12,physBall,physPTName,physPTRegName,physPTAreaName,physPTTerName,chemTest,chemLang,chemTestStatus,chemBall100,chemBall12,chemBall,chemPTName,chemPTRegName,chemPTAreaName,chemPTTerName,bioTest,bioLang,bioTestStatus,bioBall100,bioBall12,bioBall,bioPTName,bioPTRegName,bioPTAreaName,bioPTTerName,geoTest,geoLang,geoTestStatus,geoBall100,geoBall12,geoBall,geoPTName,geoPTRegName,geoPTAreaName,geoPTTerName,engTest,engTestStatus,engBall100,engBall12,engDPALevel,engBall,engPTName,engPTRegName,engPTAreaName,engPTTerName,fraTest,fraTestStatus,fraBall100,fraBall12,fraDPALevel,fraBall,fraPTName,fraPTRegName,fraPTAreaName,fraPTTerName,deuTest,deuTestStatus,deuBall100,deuBall12,deuDPALevel,deuBall,deuPTName,deuPTRegName,deuPTAreaName,deuPTTerName,spaTest,spaTestStatus,spaBall100,spaBall12,spaDPALevel,spaBall,spaPTName,spaPTRegName,spaPTAreaName,spaPTTerName
3e8e1a31-182f-4381-a8d4-d26674545948,1991,жіноча,Дніпропетровська область,м.Кривий Ріг,Центрально-Міський район міста,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Не з’явився,,,,0,"Гірничо-металургійний факультет ДВНЗ ""Криворізький національний університет""",Дніпропетровська область,м.Кривий Ріг. Центрально-Міський район міста,Центрально-Міський район міста,Історія України,російська,Не з’явився,,,,"Криворізький факультет Національного університету ""Одеська юридична академія""",Дніпропетровська область,м.Кривий Ріг. Металургійний район міста,Металургійний район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,російська,Не з’явився,,,,"Державний професійно-технічний навчальний заклад ""Криворізький центр професійної освіти робітничих кадрів торгівлі та ресторанного сервісу""",Дніпропетровська область,м.Кривий Ріг. Саксаганський район міста,Саксаганський район міста,Географія,російська,Не з’явився,,,,Криворізька загальноосвітня школа І-ІІІ ступенів № 122 Криворізької міської ради Дніпропетровської області,Дніпропетровська область,м.Кривий Ріг. Саксаганський район міста,Саксаганський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f12553c8-2548-429b-b14d-c885bb176576,2003,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,"Державний вищий навчальний заклад ""Чернівецький політехнічний коледж""",заклад вищої освіти,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Міністерство освіти і науки України,Українська мова і література,Зараховано,113.0,6.0,31.0,0,Чернівецький філософсько-правовий ліцей №2,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Історія України,українська,Зараховано,103.0,6.0,26.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №28 Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Математика,українська,Зараховано,134.0,6.0,20.0,Чернівецька спеціалізована школа І-ІІІ ступенів №22 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311e3d72-c041-415f-b6a6-b59cbb75acb7,2002,чоловіча,Одеська область,Тарутинський район,смт Березине,випускник закладу загальної середньої освіти 2020 року,місто,Української філології,українська,"Березинський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів-дошкільний навчальний заклад"" Тарутинської районної ради Одеської області",навчально-виховний комплекс,Одеська область,Тарутинський район,смт Березине,Відділ освіти Тарутинської районної державної адміністрації,Українська мова і література,Зараховано,118.0,5.0,34.0,0,"Тарутинський навчально-виховний комплекс""Загальноосвітня школа І-ІІІ ступенів-ліцей-дошкільний навчальний заклад Тарутинської районної ради",Одеська область,Тарутинський район,смт Тарутине,Історія України,українська,Зараховано,100.0,5.0,25.0,Арцизький заклад загальної середньої освіти І-III ступенів №4 Арцизької районної ради Одеської області,Одеська область,Арцизький район,м.Арциз,Математика,українська,Зараховано,100.0,3.0,9.0,"Опорний навчальний заклад ""Арцизький навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів № 1 - гімназія - міжшкільний навчально-виробничий комбінат - дошкільний начальний заклад"" Арцизької районної ради Одеської області",Одеська область,Арцизький район,м.Арциз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6560814-6af3-4295-8c72-e643a09e52db,2003,чоловіча,Київська область,Київська область,м.Фастів,випускник закладу загальної середньої освіти 2020 року,місто,Інформаційно-технологічний,українська,Фастівський академічний ліцей №9 Фастівської міської ради Київської області,ліцей,Київська область,м.Фастів,м.Фастів,Управління освіти виконавчого комітету Фастівської міської ради,Українська мова і література,Зараховано,135.0,8.0,46.0,0,Фастівський академічний ліцей №9 Фастівської міської ради Київської області,Київська область,м.Фастів,м.Фастів,,,,,,,,,,,Математика,українська,Зараховано,126.0,5.0,17.0,Фастівський академічний ліцей №9 Фастівської міської ради Київської області,Київська область,м.Фастів,м.Фастів,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,147.0,7.0,47.0,"Васильківський академічний ліцей ""Престиж"" Васильківської міської ради Київської області",Київська область,м.Васильків,м.Васильків,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad1a570b-1ada-461e-aabe-d64616f2a7ad,2003,чоловіча,Кіровоградська область,Новоархангельський район,с.Підвисоке,випускник закладу загальної середньої освіти 2020 року,село,Технологічний,українська,Підвисоцьке навчально-виховне об'єднання Новоархангельської районної ради Кіровоградської області,навчально-виховне об'єднання,Кіровоградська область,Новоархангельський район,с.Підвисоке,"Відділ освіти, молоді та спорту Новоархангельської районної державної адміністрації",Українська мова і література,Зараховано,104.0,5.0,25.0,0,Новоукраїнська загальноосвітня школа І-ІІІ ступенів № 6 Новоукраїнської міської ради Кіровоградської області,Кіровоградська область,Новоукраїнський район,м.Новоукраїнка,Історія України,українська,Зараховано,103.0,5.0,26.0,"Філія ""Загальноосвітня школа №3"" Новоукраїнської загальноосвітньої школи І-ІІІ ступенів № 6 Новоукраїнської міської ради Кіровоградської області",Кіровоградська область,Новоукраїнський район,м.Новоукраїнка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,104.0,,24.0,Новоукраїнська загальноосвітня школа І-ІІІ ступенів № 6 Новоукраїнської міської ради Кіровоградської області,Кіровоградська область,Новоукраїнський район,м.Новоукраїнка,Географія,українська,Не подолав поріг,0.0,4.0,23.0,"Філія ""Загальноосвітня школа №3"" Новоукраїнської загальноосвітньої школи І-ІІІ ступенів № 6 Новоукраїнської міської ради Кіровоградської області",Кіровоградська область,Новоукраїнський район,м.Новоукраїнка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81f3a6c2-32e7-400c-a024-2702d54afd8d,2003,чоловіча,Чернігівська область,м.Чернігів,Деснянський район міста,випускник закладу загальної середньої освіти 2020 року,місто,Іноземної філології,українська,Спеціалізована загальноосвітня середня школа №1 з поглибленим вивченням іноземних мов,спеціалізована школа,Чернігівська область,м.Чернігів. Деснянський район міста,Деснянський район міста,Управління освіти Чернігівської міської ради,Українська мова і література,Зараховано,195.0,12.0,97.0,0,Чернігівський ліцей № 32 Чернігівської міської ради Чернігівської області,Чернігівська область,м.Чернігів. Новозаводський район міста,Новозаводський район міста,,,,,,,,,,,Математика,українська,Не з’явився,,,,Ліцей №15 м.Чернігів,Чернігівська область,м.Чернігів. Новозаводський район міста,Новозаводський район міста,,,,,,,,,,,Хімія,українська,Зараховано,183.0,,59.0,Чернігівська загальноосвітня школа I-III ступенів № 7 Чернігівської міської ради Чернігівської області,Чернігівська область,м.Чернігів. Деснянський район міста,Деснянський район міста,Біологія,українська,Зараховано,199.0,12.0,81.0,Чернігівська загальноосвітня школа I-III ступенів № 33 Чернігівської міської ради Чернігівської області,Чернігівська область,м.Чернігів. Деснянський район міста,Деснянський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06dba829-1336-43d0-b849-e567472ecc05,2002,чоловіча,Харківська область,м.Харків,Шевченківський район міста,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,"Державний вищий навчальний заклад ""Харківський коледж будівництва, архітектури та дизайну""",заклад вищої освіти,Харківська область,м.Харків. Шевченківський район міста,Шевченківський район міста,Міністерство освіти і науки України,Українська мова і література,Зараховано,134.0,7.0,45.0,0,Харківський державний автомобільно-дорожній коледж,Харківська область,м.Харків. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Не з’явився,,,,Національний фармацевтичний університет (Хіміко-технологічний корпус),Харківська область,м.Харків. Київський район міста,Київський район міста,Математика,українська,Не з’явився,,,,Державний навчальний заклад «Слобожанський регіональний центр професійної освіти» (відділення №2),Харківська область,м.Харків. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5e15839-befc-4ef9-a5d6-ce930016ff2e,2002,чоловіча,м.Київ,м.Київ,Шевченківський район міста,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,Київський професійно-педагогічний коледж імені Антона Макаренка,заклад вищої освіти,м.Київ,м.Київ. Шевченківський район міста,Шевченківський район міста,Міністерство освіти і науки України,Українська мова і література,Зараховано,121.0,6.0,36.0,0,Спеціалізована школа І-ІІІ ступенів №61 з поглибленим вивченням інформаційних технологій Шевченківського району м.Києва,м.Київ,м.Київ. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,129.0,7.0,34.0,Школа І-ІІІ ступенів №1 Шевченківського району м.Києва,м.Київ,м.Київ. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,130.0,6.0,39.0,"Вищий навчальний заклад ""Університет економіки та права ""КРОК""",м.Київ,м.Київ. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7301dd06-f048-4d52-b346-0567787ac698,2003,жіноча,Одеська область,м.Одеса,Малиновський район міста,випускник закладу загальної середньої освіти 2020 року,місто,Математичний,російська,Одеська загальноосвітня школа № 8 I-III ступенів Одеської міської ради Одеської області,середня загальноосвітня школа,Одеська область,м.Одеса. Малиновський район міста,Малиновський район міста,Територіальний відділ освіти Малиновського району департаменту освіти та науки Одеської міської ради,Українська мова і література,Зараховано,138.0,7.0,48.0,0,Одеська загальноосвітня школа №72 I-III ступенів Одеської міської ради Одеської області,Одеська область,м.Одеса. Київський район міста,Київський район міста,,,,,,,,,,,Математика,російська,Зараховано,151.0,7.0,28.0,Одеська загальноосвітня школа № 56 I-III ступенів Одеської міської ради Одеської області,Одеська область,м.Одеса. Приморський район міста,Приморський район міста,,,,,,,,,,,Хімія,російська,Зараховано,125.0,,24.0,"Одеський навчально-виховний комплекс № 53 ""Загальноосвітня школа І-ІІІ ступенів - ліцей"" Одеської міської ради Одеської області",Одеська область,м.Одеса. Малиновський район міста,Малиновський район міста,Біологія,російська,Зараховано,158.0,8.0,47.0,Одеська загальноосвітня школа №120 I-III ступенів Одеської міської ради Одеської області,Одеська область,м.Одеса. Малиновський район міста,Малиновський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84180b1a-fcc3-4557-8f98-0d1e187fbf2c,2001,жіноча,Кіровоградська область,м.Кропивницький,Подільський район міста,Студент закладу вищої освіти,місто,,,,,,,,,Українська мова і література,Зараховано,131.0,,43.0,0,"Комунальний заклад ""Навчально-виховне об'єднання ""Загальноосвітній навчальний заклад І-ІІІ ступенів № 20-дитячий юнацький центр ""Сузір'я"""" Кіровоградської міської ради Кіровоградської області""",Кіровоградська область,м.Кропивницький. Фортечний район міста,Фортечний район міста,Історія України,українська,Не з’явився,,,,"Комунальний заклад ""Навчально-виховне об'єднання ""Загальноосвітній навчальний заклад І-ІІІ ступенів № 20-дитячий юнацький центр ""Сузір'я"""" Кіровоградської міської ради Кіровоградської області""",Кіровоградська область,м.Кропивницький. Фортечний район міста,Фортечний район міста,Математика,українська,Не з’явився,,,,"Комунальний заклад ""Навчально-виховне об'єднання ""Загальноосвітній навчальний заклад І-ІІІ ступенів № 20-дитячий юнацький центр ""Сузір'я"""" Кіровоградської міської ради Кіровоградської області""",Кіровоградська область,м.Кропивницький. Фортечний район міста,Фортечний район міста,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Не з’явився,,,,"Комунальний заклад ""Навчально-виховне об’єднання ""Загальноосвітня школа І-ІІ ступенів - ліцей № 19 - позашкільний центр Кіровоградської міської ради Кіровоградської області""",Кіровоградська область,м.Кропивницький. Фортечний район міста,Фортечний район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c94cd77f-0182-47ae-ab77-5fe8ad8fba91,2003,чоловіча,Сумська область,Глухівський район,с.Суходіл,випускник закладу загальної середньої освіти 2020 року,село,Української філології,українська,"Суходільський навчально-виховний комплекс: загальноосвітня школа I-III ступенів, дошкільний навчальний заклад ""Золотий ключик"" Глухівської районної ради Сумської області",навчально-виховний комплекс,Сумська область,Глухівський район,с.Суходіл,Відділ освіти Глухівської райдержадміністрації,Українська мова і література,Зараховано,134.0,7.0,45.0,0,Глухівська загальноосвітня школа I-III ступенів № 2 Глухівської міської ради Сумської області,Сумська область,м.Глухів,м.Глухів,Історія України,українська,Не подолав поріг,0.0,4.0,22.0,Глухівська загальноосвітня школа I-III ступенів № 6 Глухівської міської ради Сумської області,Сумська область,м.Глухів,м.Глухів,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,121.0,5.0,31.0,Глухівський агротехнічний інститут імені С.А.Ковпака Сумського національного аграрного університету (корпус 2),Сумська область,м.Глухів,м.Глухів,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a71a7d47-9864-4d51-9263-5c3a2b4a2241,2002,жіноча,Луганська область,Новоайдарський район,смт Новоайдар,випускник закладу загальної середньої освіти 2020 року,місто,Історичний,українська,Опорний навчальний заклад Новоайдарська школа-гімназія Новоайдарської районної ради Луганської області,навчально-виховний комплекс,Луганська область,Новоайдарський район,смт Новоайдар,Відділ освіти Новоайдарської районної державної адміністрації,Українська мова і література,Зараховано,156.0,8.0,61.0,0,Опорний навчальний заклад Новоайдарська школа-гімназія Новоайдарської районної ради Луганської області,Луганська область,Новоайдарський район,смт Новоайдар,Історія України,українська,Зараховано,152.0,9.0,45.0,Опорний навчальний заклад Новоайдарська школа-гімназія Новоайдарської районної ради Луганської області,Луганська область,Новоайдарський район,смт Новоайдар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,143.0,,45.0,"Сєвєродонецький навчально-виховний комплекс ""Спеціалізована школа-колегіум Національного університету ""Києво-Могилянська академія"" Сєвєродонецької міської ради Луганської області",Луганська область,м.Сєвєродонецьк,м.Сєвєродонецьк,Англійська мова,Зараховано,117.0,5.0,стандарт(академічний),26.0,Середня загальноосвітня школа І-ІІІ ступенів №4 м. Сєвєродонецька Луганської області,Луганська область,м.Сєвєродонецьк,м.Сєвєродонецьк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70a7f261-ddc0-46d3-b60e-5a82d3316420,2002,чоловіча,Житомирська область,Любарський район,с.Липне,випускник закладу загальної середньої освіти 2020 року,село,Правовий,українська,Опорна Липненська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,Житомирська область,Любарський район,с.Липне,"Відділ освіти, молоді та спорту Любарської селищної ради Любарського району Житомирської області",Українська мова і література,Зараховано,153.0,8.0,59.0,0,Житомирська загальноосвітня школа I-III ступенів №33,Житомирська область,м.Житомир. Корольовський район міста,Корольовський район міста,Історія України,українська,Зараховано,150.0,7.0,44.0,Житомирський технологічний коледж Київського національного університету будівництва і архітектури,Житомирська область,м.Житомир. Богунський район міста,Богунський район міста,Математика,українська,Зараховано,141.0,,23.0,Житомирський кооперативний коледж бізнесу і права (корпус 1),Житомирська область,м.Житомир. Корольовський район міста,Корольовський район міста,Фізика,українська,Зараховано,149.0,7.0,29.0,Житомирська загальноосвітня школа I-III ступенів №33,Житомирська область,м.Житомир. Корольовський район міста,Корольовський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78811289-23ce-4dc3-8f6e-63b4419f73cd,2003,жіноча,Чернігівська область,Чернігівська область,м.Ніжин,випускник закладу загальної середньої освіти 2020 року,місто,Математичний,українська,Ніжинський ліцей Ніжинської міської ради Чернігівської області при Ніжинському державному університеті імені Миколи Гоголя,ліцей,Чернігівська область,м.Ніжин,м.Ніжин,Управління освіти Ніжинської міської ради,Українська мова і література,Зараховано,193.0,12.0,95.0,0,Ніжинська гімназія № 3 Ніжинської міської ради Чернігівської області,Чернігівська область,м.Ніжин,м.Ніжин,,,,,,,,,,,Математика,українська,Зараховано,190.0,12.0,53.0,Ніжинська загальноосвітня школа I-III ступенів № 15 Ніжинської міської ради Чернігівської області,Чернігівська область,м.Ніжин,м.Ніжин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,174.0,,63.0,"Ніжинський навчально-виховний комплекс № 16 ""Престиж"" (гімназія-загальноосвітня школа І ступеня-дошкільний навчальний заклад) Ніжинської міської ради Чернігівської області",Чернігівська область,м.Ніжин,м.Ніжин,Англійська мова,Зараховано,173.0,10.0,профільний,56.0,Ніжинська загальноосвітня школа I-III ступенів № 17 Ніжинської міської ради Чернігівської області,Чернігівська область,м.Ніжин,м.Ніжин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c12306d6-084a-47ac-b4bf-de5fd70f4b6b,2003,жіноча,Донецька область,Донецька область,м.Лиман,випускник закладу загальної середньої освіти 2020 року,місто,Української філології,українська,Лиманська загальноосвітня школа І-ІІІ ступенів №2 Лиманської міської ради Донецької області,середня загальноосвітня школа,Донецька область,м.Лиман,м.Лиман,"Управління освіти, молоді та спорту Лиманської міської ради",Українська мова і література,Зараховано,162.0,8.0,66.0,0,Слов'янська загальноосвітня школа I-III ступенів №15 Слов'янської міської ради Донецької області,Донецька область,м.Слов'янськ,м.Слов'янськ,,,,,,,,,,,Математика,українська,Зараховано,121.0,5.0,15.0,Слов'янська загальноосвітня школа I-III ступенів №8 Слов'янської міської ради Донецької області,Донецька область,м.Слов'янськ,м.Слов'янськ,Фізика,українська,Зараховано,113.0,,16.0,Економіко-гуманітарний ліцей №8 імені Василя Стуса Краматорської міської ради Донецької області,Донецька область,м.Краматорськ,м.Краматорськ,,,,,,,,,,,Біологія,українська,Зараховано,145.0,7.0,40.0,Краматорська загальноосвітня школа І-ІІІ ступенів № 24 Краматорської міської ради Донецької області,Донецька область,м.Краматорськ,м.Краматорськ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513496a4-a0b3-4ae1-8b62-441443c9049c,1999,чоловіча,Львівська область,м.Львів,Франківський район міста,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Не з’явився,,,,0,"Державний професійно-технічний навчальний заклад ""Львівське вище професійне училище комп'ютерних технологій та будівництва""",Львівська область,м.Львів. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Не з’явився,,,,Ліцей №15 Львівської міської ради,Львівська область,м.Львів. Залізничний район міста,Залізничний район міста,Математика,українська,Не з’явився,,,,"Державний навчальний заклад ""Львівське міжрегіональне вище професійне училище залізничного транспорту""",Львівська область,м.Львів. Залізничний район міста,Залізничний район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Не з’явився,,,,Середня загальноосвітня школа №100,Львівська область,м.Львів. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf9599bc-3dbf-43fd-8037-411a52f909b2,2001,чоловіча,Волинська область,Ківерцівський район,м.Ківерці,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Зараховано,127.0,,40.0,0,Загальноосвітня школа І-ІІІ ступеня №3 м. Ківерці Волинської області,Волинська область,Ківерцівський район,м.Ківерці,Історія України,українська,Зараховано,100.0,,25.0,Загальноосвітня школа І-ІІІ ступеня №3 м. Ківерці Волинської області,Волинська область,Ківерцівський район,м.Ківерці,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,153.0,,44.0,"Комунальний заклад ""Луцький навчально-виховний комплекс загальноосвітня школа І-ІІ ступенів №10-професійний ліцей Луцької міської ради""",Волинська область,м.Луцьк,м.Луцьк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23f81f20-96fe-4e10-a24c-846e993bf753,1990,чоловіча,Херсонська область,м.Херсон,Суворовський район міста,Випускник минулих років,місто,,,,,,,,,Українська мова і література,Зараховано,111.0,,30.0,0,Херсонська загальноосвітня школа I-III ступенів №41 Херсонської міської ради,Херсонська область,м.Херсон. Суворовський район міста,Суворовський район міста,,,,,,,,,,,Математика,українська,Зараховано,103.0,,10.0,Херсонська спеціалізована школа I-III ступенів №57 з поглибленим вивченням іноземних мов Херсонської міської ради,Херсонська область,м.Херсон. Корабельний район міста,Корабельний район міста,Фізика,українська,Зараховано,100.0,,12.0,Херсонська загальноосвітня школа I-III ступенів № 45 Херсонської міської ради,Херсонська область,м.Херсон. Суворовський район міста,Суворовський район міста,,,,,,,,,,,Біологія,українська,Зараховано,155.0,,45.0,Херсонська загальноосвітня школа I-III ступенів № 45 Херсонської міської ради,Херсонська область,м.Херсон. Суворовський район міста,Суворовський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd61f703-0bf4-4d75-9c3e-4413a7e0b441,2003,чоловіча,Вінницька область,Вінницька область,м.Могилів-Подільський,Студент закладу вищої освіти,місто,Молодший спеціаліст,українська,"Державний вищий навчальний заклад ""Могилів-Подільський монтажно-економічний коледж""",заклад вищої освіти,Вінницька область,м.Могилів-Подільський,м.Могилів-Подільський,Міністерство освіти і науки України,Українська мова і література,Зараховано,165.0,9.0,69.0,0,Навчально-виховний комплекс №3 «загальноосвітній навчальний заклад – дошкільний навчальний заклад» м. Могилева-Подільського Вінницької області,Вінницька область,м.Могилів-Подільський,м.Могилів-Подільський,,,,,,,,,,,Математика,українська,Зараховано,171.0,8.0,40.0,Навчально-виховний комплекс №3 «загальноосвітній навчальний заклад – дошкільний навчальний заклад» м. Могилева-Подільського Вінницької області,Вінницька область,м.Могилів-Подільський,м.Могилів-Подільський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,158.0,,53.0,Загальноосвітня школа I-III ступенів №4 комунальної власності територіальної громади м.Жмеринки Вінницької області,Вінницька область,м.Жмеринка,м.Жмеринка,Англійська мова,Зараховано,117.0,4.0,стандарт(академічний),26.0,Гімназія №5 м. Могилева-Подільського Вінницької області,Вінницька область,м.Могилів-Подільський,м.Могилів-Подільський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2420f59-bc5a-490e-aa99-0287ca8c0cd5,2002,жіноча,Харківська область,м.Харків,Київський район міста,випускник закладу загальної середньої освіти 2020 року,місто,Української філології,українська,Харківська гімназія № 172 Харківської міської ради Харківської області,гімназія,Харківська область,м.Харків. Київський район міста,Київський район міста,Управління освіти адміністрації Київського району Харківської міської ради,Українська мова і література,Зараховано,174.0,9.0,77.0,0,Харківський національний університет міського господарства імені О.М.Бекетова,Харківська область,м.Харків. Київський район міста,Київський район міста,Історія України,українська,Зараховано,168.0,10.0,58.0,Харківський національний автомобільно-дорожній університет,Харківська область,м.Харків. Київський район міста,Київський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,136.0,6.0,стандарт(академічний),37.0,Харківський ліцей № 107 Харківської міської ради Харківської області,Харківська область,м.Харків. Київський район міста,Київський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442df4bb-e22a-4ca1-82f3-26fc19d6d65d,2003,жіноча,Харківська область,Борівський район,с.Піски-Радьківські,випускник закладу загальної середньої освіти 2020 року,село,Математичний,українська,Піско-Радьківська загальноосвітня школа I-III ступенів Борівської районної ради Харківської області,середня загальноосвітня школа,Харківська область,Борівський район,с.Піски-Радьківські,Відділ освіти Борівської районної державної адміністрації Харківської області,Українська мова і література,Зараховано,176.0,10.0,78.0,0,Ізюмська гімназія № 3 Ізюмської міської ради Харківської області,Харківська область,м.Ізюм,м.Ізюм,Історія України,українська,Зараховано,157.0,10.0,49.0,Ізюмська гімназія № 3 Ізюмської міської ради Харківської області,Харківська область,м.Ізюм,м.Ізюм,Математика,українська,Зараховано,157.0,8.0,31.0,Ізюмська загальноосвітня школа I-III ступенів № 5 Ізюмської міської ради Харківської області,Харківська область,м.Ізюм,м.Ізюм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,169.0,,60.0,Куп'янська загальноосвітня школа I-III ступенів №4 імені Героя Радянського Союзу М.Ф.Хімушина Куп'янської міської ради Харківської області,Харківська область,м.Куп'янськ,м.Куп'янськ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33eccbeb-8b4c-4865-9003-8306dc09e7f9,2002,чоловіча,Київська область,Бориспільський район,с.Щасливе,випускник закладу загальної середньої освіти 2020 року,село,Математичний,українська,Опорний навчальний заклад «Щасливський навчально-виховний комплекс «ліцей – загальноосвітня школа І-ІІІ ступенів – дитячий садок» Бориспільської районної ради Київської області,навчально-виховний комплекс,Київська область,Бориспільський район,с.Щасливе,Управління гуманітарного розвитку Бориспільської районної державної адміністрації,Українська мова і література,Не з’явився,,,,0,"Державний професійно-технічний навчальний заклад ""Бориспільський професійний ліцей""",Київська область,м.Бориспіль,м.Бориспіль,Історія України,українська,Не з’явився,,,,Бориспільська загальноосвітня школа І-ІІІ ступенів №6 Бориспільської міської ради Київської області,Київська область,м.Бориспіль,м.Бориспіль,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Не з’явився,,,стандарт(академічний),,Бориспільська загальноосвітня школа І-ІІІ ступенів №6 Бориспільської міської ради Київської області,Київська область,м.Бориспіль,м.Бориспіль,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
